page,name,variety,description
https://www.winemag.com/buying-guide/groth-2015-reserve-cabernet-sauvignon-oakville/,Doubleback 2016 Estate Reserve Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,"Plum, clove and tobacco mark this distinct reserve-worthy red, made from the producer's own estate-reserve block. Inviting floral aromatics entice equally, underlining its understated elegance and class. Black licorice lines thick, grippy tannin and oak, suggesting ample time for cellaring. Enjoy 2025–2030. "
https://www.winemag.com/buying-guide/hess-collection-2015-estate-grown-cabernet-sauvignon-mount-veeder-310780/,Hess Collection 2016 Estate Grown Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,"This seamless estate wine is blended with 10% Malbec and 5% Petit Verdot. A thread of acidity brightens the dense, integrated tannins on the midpalate, while flavors of oak and blueberry cobbler lead into intense notes of black pepper and clove on the finish. "
https://www.winemag.com/buying-guide/broken-earth-2016-reserve-cabernet-sauvignon-paso-robles/,Pegasus Estate 2016 Quadrille Vogelzang Vineyard Red (Santa Ynez Valley),Cabernet Sauvignon,"Australian winemaker Chris Cameron's veteran experience is starting to shine for this winery, and this is a plush example of Paso Robles ripeness. Plump aromas of black cherry, vanilla and caramel are cut by pepper and herbs. The palate is soft and lush, but offers penetrating acidity that keeps the baking spice and blackberry flavors in balance. "
https://www.winemag.com/buying-guide/guarachi-family-2014-beckstoffer-las-piedras-heritage-single-vineyard-cabernet-sauvignon-st-helena-310653/,Diamond Creek 2016 Gravelly Meadow Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,"From the great site comes this great wine, a study in powerful minerality and underlying freshness. Sanguine in meat with undertones of lavender and black licorice, it offers soft, smooth and rounded tannins that support a core of oak. Black cherry and cassis give it a tartness before the finish becomes seasoned in dried herb. "
https://www.winemag.com/buying-guide/nemerever-2015-estate-nemerever-vineyards-cabernet-sauvignon-oakville/,Silverado 2016 SOLO Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,"This is a 100% varietal wine made by in-demand consultant Jeff Ames. Demure and floral on the nose, it tastes of black currant and dusty dark chocolate, bark and black cherry, with focused well-delineated flavors that ride along a full-bodied core of powerful grace. The spicy clove finish intensifies the experience. "
https://www.winemag.com/buying-guide/volker-eisele-family-estate-2015-las-flores-cabernet-sauvignon-napa-valley/,Silverado 2016 Geo Estate Grown Mt George Vineyard Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,"From the producer's organically farmed estate in Chiles Valley, this is 100% varietal and classic in approach. Baked aromas of plum and blackberry lead to a soft midpalate of plum and cola, with a finish of black pepper and leather. This is a beautiful wine at a fair price. "
https://www.winemag.com/buying-guide/flanagan-2015-cabernet-sauvignon-sonoma-county/,Ackerman 2016 Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,"This is an impressive, grippy and full-bodied red, firm in tannin and well-integrated in oak. Caramel toffee flavors complement offerings of lavender and grilled meat, with a dusty, crushed rock flair to the minerality. This has time to go in the bottle. Enjoy 2025–2030. "
https://www.winemag.com/buying-guide/steven-kent-2014-cabernet-sauvignon-livermore-valley/,Silverado 2016 Estate Grown Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,"An oaky, toasty perfume leads to layered and spicy flavors in this full-bodied wine. It has a generous amount of ripe black-cherry and black-currant flavors. Nutmeg, vanilla and other oak nuances are tasty on the palate and linger on the finish. "
https://www.winemag.com/buying-guide/recanati-2017-cabernet-sauvignon-galilee/,Sketchbook 2017 Cabernet Sauvignon (Mendocino County),Cabernet Sauvignon,This wine has a nose of black cherry and oregano with a hint of cardamom. Dark-fruit flavors of cherry and black plum are bolstered by notes of juniper berry and tomato leaf which fill the mouth and then make way for smooth tannins punctuated by bright notes of pomegranate. 
https://www.winemag.com/buying-guide/kilikanoon-2016-killermans-run-cabernet-sauvignon-clare-valley/,Mettler Family Vineyards 2016 Estate Grown Cabernet Sauvignon (Lodi),Cabernet Sauvignon,"This is a fragrant fruit bowl of ripe plums, blueberries and strawberries. On the palate, the fruit ripeness veers in to syrupy territory but is saved by a decent lick of acidity. The tannins are grainy and woody but nicely structured for this to hold up for the next few years. "
https://www.winemag.com/buying-guide/silver-ghost-2016-cabernet-sauvignon-napa-valley-309543/,MontGras 2016 Intriga Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,"Smooth and approachable, this wine offers a tangy red-fruit flavor and bright acidity, with integrated oak and tannin. It is delightfully quaffable and finishes in layers of cedar and pencil shavings, remaining varietal and delicious through a steady finish. "
https://www.winemag.com/buying-guide/guarachi-family-2015-cabernet-sauvignon-napa-valley-310771/,Southern Roots Wines 2015 Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,"Shy on the nose at first, this well-made full-bodied red opens slowly to unfurl brawny layers of tannin and smoky oak. The power is met by densely packed flavors of black cherry and currant, with a hint of sage and dried herb. "
https://www.winemag.com/buying-guide/carpineto-2013-farnito-cabernet-sauvignon-toscana-309657/,MontGras 2016 Intriga Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,"This 100% Cabernet Sauvignon opens with aromas of tilled soil, cedar, underbrush and a whiff of dark berry. The forward palate delivers ripe black currant, star anise and vanilla alongside close-grained tannins. "
https://www.winemag.com/buying-guide/basilica-cafaggio-2014-del-cortaccio-cabernet-sauvignon-toscana/,Long Meadow Ranch 2014 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,"Made entirely with Cabernet Sauvignon, this has delicate aromas of cassis, fragrant purple flower, mint and French oak. The lithe, polished palate offers Marasca cherry, blackberry, cedar and star anise alongside fine-grained tannins. "
https://www.winemag.com/buying-guide/felsina-2016-maestro-raro-cabernet-sauvignon-toscana/,Domus Aurea 2015 Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,"Made entirely with Cabernet Sauvignon, this has aromas of cassis, cedar, chopped mint and underbrush. The smooth, medium-bodied palate offers black currant, black cherry, star anise and a hint of espresso alongside polished tannins. Drink through 2023. "
https://www.winemag.com/buying-guide/saddleback-2014-cabernet-sauvignon-napa-valley/,Silverado 2016 Geo Estate Grown Mt George Vineyard Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,"This is a leathery medium-bodied red of restrained ripeness that offers strong flavors of baking spice, cigar box and tobacco. The fruit leans into black currant and cassis. "
https://www.winemag.com/buying-guide/rutherford-hill-2014-reserve-cabernet-sauvignon-rutherford/,Duckhorn 2015 The Discussion Red (Napa Valley),Cabernet Sauvignon,"A wine held back in barrel and bottle for some time before release, this beauty still has time to go before relaxing its thick, tannic intensity of Old World leather and cedar elements. A caramel mocha component of opulence is up front and present. Enjoy 2024–2029. "
https://www.winemag.com/buying-guide/groth-2015-cabernet-sauvignon-oakville/,Domus Aurea 2015 Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,"Blended with 15% Merlot, this has a classic character of Old World savoriness, opening in a burst of cassis before becoming more well defined in cedar, clove and crayon wax. The firm tannins never distract, instead supporting a core of full-bodied roundness and plush texture. "
https://www.winemag.com/buying-guide/kirrihill-2016-vineyard-selection-cabernet-sauvignon-clare-valley/,Mettler Family Vineyards 2016 Estate Grown Cabernet Sauvignon (Lodi),Cabernet Sauvignon,"Notes of blackberry, cola, chocolate, dried herbs, menthol and toasted wood show both on the nose and the palate. It's full-bodied and silky in texture, with savory, sinewy tannins and a long, toasty, herbal finish. "
https://www.winemag.com/buying-guide/josh-cellars-2016-cabernet-sauvignon-california/,Sketchbook 2017 Cabernet Sauvignon (Mendocino County),Cabernet Sauvignon,"This full-bodied wine is packed with aromas of ripe fruit, cedar, cinnamon and flowers on the nose. The juicy palate brings flavors of blackberry and black cherry wrapped in a velvety layer of fine-grained tannins. "
https://www.winemag.com/buying-guide/cosentino-2016-cigar-bourbon-barrel-aged-limited-release-cabernet-sauvignon-california/,Mettler Family Vineyards 2016 Estate Grown Cabernet Sauvignon (Lodi),Cabernet Sauvignon,"Impressively concentrated black-fruit and dark-chocolate flavors fill out the relatively big frame of this full-bodied wine. It smells and tastes generous, ripe, deep and brooding, while well-integrated tannins and a lingering finish add to its appeal. "
https://www.winemag.com/buying-guide/darenberg-2014-the-coppermine-road-cabernet-sauvignon-mclaren-vale/,Domus Aurea 2015 Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,"The nose opens with ripe blueberry, blackberry and dark cherry aromas sitting beside coffee and wood spice. The palate big, grainy-textured, leathery tannins amidst berry fruit and oak flavors. Despite its bulk, it is relatively approachable now, but ideally it needs more time—up to 15 years—to settle in. Drink through 2034. "
https://www.winemag.com/buying-guide/cobden-wini-2015-cabernet-sauvignon-stags-leap-district/,Southern Roots Wines 2015 Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,"Herbal in mountain sage and lavender, this robust red lingers in dusty crushed rock elements and a meaty core of red fruit. Robust and full bodied, it softens on the finish, allowing the oak to show but not distract. "
https://www.winemag.com/buying-guide/andrew-will-2014-esploso-cabernet-sauvignon-columbia-valley-wa/,Long Meadow Ranch 2014 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,"This is the second vintage of this wine. The aromas of sweet spice, celery stalk, black cherry and anise are unusual. Full-bodied black fruit flavors follow. Firm tannins back it all up, with amaro-like bitters on the finish. It hasn't fully settled in yet but has good stuffing when it gets where it's going. Best after 2021. "
https://www.winemag.com/buying-guide/sobon-estate-2016-home-vineyard-cabernet-sauvignon-amador-county/,Sketchbook 2017 Cabernet Sauvignon (Mendocino County),Cabernet Sauvignon,"This wine is flavorful and well balanced, deftly blending mild oak and spice elements with warm, ripe plum and red cherry flavors on the soft, velvety texture. All the elements are harmonious and well integrated. "
https://www.winemag.com/buying-guide/jax-2016-estate-block-3-cabernet-sauvignon-calistoga/,Silverado 2016 SOLO Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,"This big, bold wine tastes of blackberry pie dusted in clove and nutmeg, giving it a lush and plush feel. Thick and densely structured, it offers elongated tannins and a memorable, spicy finish. "
https://www.winemag.com/buying-guide/the-vineyard-house-2014-cabernet-sauvignon-oakville-310785/,Bacio Divino 2016 Janzen Beckstoffer To Kalon Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,"This is a delightfully elegant and balanced red that's blended with 5% Cabernet Franc and 2% Petit Verdot. It is subtle and nuanced in aromas of forest, clove and cassis. Layers of flavor develop on the palate, inviting swirls of chocolate and black cherry. There's plenty of structure to age further. Enjoy 2024–2029. "
https://www.winemag.com/buying-guide/b-cellars-2016-ehrlich-vineyard-cabernet-sauvignon-oakville/,Silverado 2016 SOLO Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,"Thick, rich and densely packed in blackberry and black licorice, this wine finds complementary lightness in a waft of violet. Substantial in weight and grippy tannin, it lingers on a lengthy finish in chocolate mocha and cherry liqueur. "
https://www.winemag.com/buying-guide/daou-2016-estate-cabernet-sauvignon-adelaida-district/,Daou 2016 Cabernet Sauvignon (Adelaida District),Cabernet Sauvignon,"Exotic and elegant aromas of black plum, black-currant jellies and licorice arise on the darkly spiced nose of this bottling by the Daou brothers. The palate combines cassis and blackberry paste with tarragon, soft sage and mint flavors, making for a dynamic, lush and lovely sip. "
https://www.winemag.com/buying-guide/stewart-2016-nomad-beckstoffer-las-piedras-cabernet-sauvignon-napa-valley/,Clos du Val 2015 Three Graces Red (Napa Valley),Cabernet Sauvignon,"Velvety thick and layered in coconut and black licorice, this wine expands on the palate in complex, full-bodied and fleshy waves, remaining fresh and herbal in the glass. Blackberry fruit takes on a baked quality that's sumptuous and grand. Enjoy 2021–2030. "
https://www.winemag.com/buying-guide/stewart-2016-nomad-beckstoffer-dr-crane-cabernet-sauvignon-napa-valley/,Clos du Val 2015 Three Graces Red (Napa Valley),Cabernet Sauvignon,"This is a tart, tangy and tense red from the legendary vineyard, soft and velvety lush on the midpalate. Caramelized oak cradles baked cherry and cranberry, the layers complex and lengthy with seasonings of clove and nutmeg. Enjoy 2021–2030. "
https://www.winemag.com/buying-guide/stewart-2016-nomad-beckstoffer-to-kalon-cabernet-sauvignon-napa-valley/,Clos du Val 2015 Three Graces Red (Napa Valley),Cabernet Sauvignon,"Densely textured and robust in black cherry compote and plum, this is a blockbuster, age-worthy red from the Oakville site, its tannins forceful and youthfully grippy. Nutmeg, cedar and clove season the rich fruit and toasted oak. Enjoy 2021–2030. "
https://www.winemag.com/buying-guide/ramey-2015-pedregal-vineyard-cabernet-sauvignon-oakville/,Stag's Leap Wine Cellars 2016 S.L.V. Estate Grown Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,"Cofermented with 11% Petit Verdot, this is a serious, classically made wine from the generous appellation, Old World in its grippy structure and full embrace of cedar, pencil shavings and dried herb. Clove and peppercorn provide additional spice around a length of firm, integrated tannin and oak, finishing in a sanguine element of meat. Enjoy 2025–2030. "
https://www.winemag.com/buying-guide/benom-2016-origin-cabernet-sauvignon-paso-robles/,Arietta 2016 Quartet Red (Napa Valley),Cabernet Sauvignon,"This bottling from a new label by the French-born Fabre brothers is very dark in the glass and shows thick, luscious aromas of black plum, concentrated violets, mocha, minty cola and leather. It's soft and supple on the palate, where chalky tannins presents intense black-currant, black-pepper and elegantly herbal flavors. "
https://www.winemag.com/buying-guide/sand-dollar-2016-cabernet-sauvignon-california/,Grayson 2018 Cabernet Sauvignon (California),Cabernet Sauvignon,"With an aroma like cinnamon rolls and similar, pastry-like flavors, this medium-bodied wine is tempting, but not what most people expect to drink with lunch or dinner. "
https://www.winemag.com/buying-guide/stewart-2016-nomad-beckstoffer-bourn-vineyard-cabernet-sauvignon-napa-valley/,Clos du Val 2015 Three Graces Red (Napa Valley),Cabernet Sauvignon,"This is a rich, luxurious and rounded red, from a site in St. Helena. Sultry, seductive dark cherry, clove, pencil and tobacco complement each other around a velvety smooth texture and tension of tannin that supports an underlying voluptuousness of blueberry pie and chocolate. "
https://www.winemag.com/buying-guide/indian-creek-2016-reserve-cabernet-sauvignon/,Experience 2016 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,"The aromas are quite light and hard to tease out, showing a bit of herb, cranberry and cherry cola. Broad but still light, slightly sweet-seeming fruit flavors follow. Cranberry notes linger on the finish. Drink now. "
https://www.winemag.com/buying-guide/decoy-2015-cabernet-sauvignon-sonoma-county/,Experience 2016 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,"Herbal and effusive in green olive, this blends in 9% Merlot and 1% each of Petite Sirah and Petit Verdot. A thick midpalate of body weight and tannin evolves to a soft approachable finish. "
https://www.winemag.com/buying-guide/cedar-river-cellars-2016-avas-crush-barrel-select-cabernet-sauvignon-rattlesnake-hills/,Bianchi 2016 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,"The aromas are light and hard to tease out initially, with faint notes of cherry and spice that open up to reveal plentiful green pepper and garden herb accents. Somewhat lighter-styled fruit flavors follow, with the concentration not all there. Dried tobacco notes linger on the finish. "
https://www.winemag.com/buying-guide/rough-day-2016-cabernet-sauvignon-thracian-valley/,Sterling 2017 Vintner's Collection Cabernet Sauvignon (California),Cabernet Sauvignon,"Deep ruby colored in the glass, this Bulgarian Cabernet Sauvignon has aromas of coffee, red berry pie and dried oregano. It has flavors of tart cherry, blackberry and blueberry. It is an easy drinking red with a splash of pleasantly acidic cranberry flavor in the finish. "
https://www.winemag.com/buying-guide/mt-fury-2016-cabernet-sauvignon-wahluke-slope/,Flat Top Hills 2016 Cabernet Sauvignon (California),Cabernet Sauvignon,"Plum, herb and spice aromas are followed by elegantly styled fruit flavors. It brings appeal, but the fruit concentration is quite light. "
https://www.winemag.com/buying-guide/clone-7-2016-cabernet-sauvignon-columbia-valley-wa/,DFJ Vinhos 2017 Point West Cabernet Sauvignon (Lisboa),Cabernet Sauvignon,"Aromas of green and jalapeño pepper are at the fore, with dark fruit following. Plentiful, but lighter-styled black currant flavors follow. It comes off as a bit underripe but still brings easy drinking appeal. "
https://www.winemag.com/buying-guide/acumen-2015-mountainside-cabernet-sauvignon-napa-valley/,Schug 2014 Heritage Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,"This combines 8% Cabernet Franc, 7% Merlot, 5% Malbec and 4% Petit Verdot with the Cab. A leathery, herbal expression of these grapes, it takes on a thick structure and persistence of turned earth, dark chocolate and coffee within a restrained package. "
https://www.winemag.com/buying-guide/huston-2015-cabernet-sauvignon/,Buehler 2016 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,"Aromas of dried tobacco, herb, cherry cola and spice are followed by full fruit flavors with a soft sense of texture and light structure for the variety. "
https://www.winemag.com/buying-guide/cooper-garrod-2012-two-vineyards-cabernet-sauvignon-santa-cruz-mountains/,Croma Vera 2016 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,"There is a strong oaky aroma that coats the red-currant fruit on the nose of this bottling, which is now seven years old. The palate is tangy with plum fruit and a tad simple at this point of its life. "
https://www.winemag.com/buying-guide/vezer-family-vineyard-2014-special-reserve-cabernet-sauvignon-suisun-valley/,Schug 2014 Heritage Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,"This is a rich, ripe and seemingly sweet wine that oozes black cherry and milk chocolate aromas and has blackberry-jam flavors wrapped in a soft pillowy texture of light tannins and soft acidity. "
https://www.winemag.com/buying-guide/carnivor-2016-cabernet-sauvignon-california/,DFJ Vinhos 2017 Point West Cabernet Sauvignon (Lisboa),Cabernet Sauvignon,"This full-bodied wine is theatrically dark and rich, showing a color deeper than wines three times as expensive. It also has late-harvest plum, raisin and chocolate flavors and a soft thick texture. "
https://www.winemag.com/buying-guide/redwood-hill-2015-redwood-hill-vineyard-cabernet-sauvignon-fountaingrove-district/,Schug 2014 Heritage Reserve Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,"Blended with Cabernet Franc and Merlot, then given nearly two years in oak, both French and American, this is a moderately ripe red, simple in structure and buoyant in high-strung red fruit and dried herb. "
https://www.winemag.com/buying-guide/hammersky-nv-straight-de-barrel-lot-29-cabernet-sauvignon-paso-robles/,Derange 2016 Red (Napa Valley),Cabernet Sauvignon,"Intriguing aromas of pencil shavings, olive, violet and dark strawberry are both lushly caramelized and a bit tangy on the nose of this bottling, which gets some Bourbon barrel treatment. The palate's black-plum-skin tang is dusted by a hint of herbs, finishing on candied caramel notes. "
https://www.winemag.com/buying-guide/pomum-2015-shya-red-cabernet-sauvignon-yakima-valley/,J. Scott Cellars 2016 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,"The 100% varietal, light herb, cherry and spice aromas lead to medium-bodied fruit flavors. The tannins bring some dryness and grit that softens a bit with time open. "
https://www.winemag.com/buying-guide/kendall-jackson-2016-jackson-estate-cabernet-sauvignon-alexander-valley/,J. Scott Cellars 2016 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,"Woody in cedar, pencil shavings and toasted oak, this is a straightforward, full-bodied red, big in tannin weight and breadth that delivers big bold flavor and integrated oak. "
https://www.winemag.com/buying-guide/bogle-2016-cabernet-sauvignon-california/,Hook or Crook 2017 Cabernet Sauvignon (Lodi),Cabernet Sauvignon,"This wine has an appealing combo of good, ripe fruity aromas and flavors, a mouthfilling texture and soft tannins that make it smooth to sip. "
https://www.winemag.com/buying-guide/wilson-creek-2016-winemakers-select-cabernet-sauvignon-temecula-valley/,J. Scott Cellars 2016 Cabernet Sauvignon (Walla Walla Valley (WA)),Cabernet Sauvignon,"Aromas of cherry syrup and pomegranate soda pop make for a sweet smelling entry to this bottling. The palate is tangy with berry and lifted with hints of lavender, fennel and mint, but thin in body. "
https://www.winemag.com/buying-guide/falkner-2015-reserve-cabernet-sauvignon-temecula-valley/,Château Hyot 2016 Cabernet Sauvignon  (Castillon Côtes de Bordeaux),Cabernet Sauvignon,"Extracted aromas of red-cherry and blackberry syrups meet with toasted licorice on the nose of this bottling. It's very thick on the palate with roasted black currant, berry and more licorice spice. "
https://www.winemag.com/buying-guide/rustenberg-2016-cabernet-sauvignon-stellenbosch/,B Side 2017 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,"This is currently a bit shy on the nose, with dark plum and currant tones as well as some hints of roast beef and sweet curing spice. The medium-weight palate boasts a crushed satin texture and ample acidity to frame the ripe fruit flavors. The finish veers a little toward the sweet end, reminiscent of raspberry sauce and cherry hard candy. "
https://www.winemag.com/buying-guide/castello-di-querceto-2012-il-sole-di-alessandro-cabernet-sauvignon-colli-della-toscana-centrale/,Las Positas 2015 Estate Reserve Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,"Made entirely with Cabernet Sauvignon, this opens with aromas of charred earth, toasted oak and a whiff of dark berry. The tight palate offers blackberry jam, grilled sage and licorice alongside taut tannins that leave an astringent finish. "
https://www.winemag.com/buying-guide/edna-valley-vineyard-2017-cabernet-sauvignon-central-coast/,Flat Top Hills 2016 Cabernet Sauvignon (California),Cabernet Sauvignon,"Fruity aromas of dark strawberry are enhanced by tobacco and crushed rocks on the nose of this bottling. It's easy on the palate with strawberry sorbet, marjoram, oregano and cracked pepper flavors. "
https://www.winemag.com/buying-guide/kendall-jackson-2016-vintners-reserve-cabernet-sauvignon-sonoma-county/,B Side 2017 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,"This is a juicy, simple red that overdelivers on its price point, offering expansive layers of soft rich red- and black-cherry fruit. Friendly and approachable, it's a fantastic value and balanced in style. "
https://www.winemag.com/buying-guide/thomas-allen-2016-cabernet-sauvignon-lodi/,B Side 2017 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,"This is a well-made, no-nonsense and full-bodied wine that smells like ripe plums and dried thyme, tastes moderately rich and cherrylike and has a smooth, lightly tannic texture. "
https://www.winemag.com/buying-guide/soos-creek-2017-king-cab-cabernet-sauvignon-horse-heaven-hills/,B Side 2017 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,"Aromas of savory herb, green pepper, game, licorice and dark fruit lead to plump golden raisin and cherry flavors. It's straight down the fairway. "
https://www.winemag.com/buying-guide/heritance-2015-cabernet-sauvignon-napa-valley/,Fallon Place 2015 Nacimento Vineyard Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,"With up-front oak and firm tannin, this is an easy-pleasing red offered at a remarkably fair price that's effusive in black fruit, clove and cinnamon. The ripeness is expansive and succulent. "
https://www.winemag.com/buying-guide/damsel-2014-cabernet-sauvignon-columbia-valley-wa/,Fallon Place 2015 Nacimento Vineyard Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,"Aromas of herb, smoke, plum and barrel spice are at the fore, with notes of dried dark cherry emerging over time. Soft, initially lighter-styled fruit flavors follow. It's an elegant expression of the variety with good things going on if they all stitch together and open up. "
https://www.winemag.com/buying-guide/meikle-2015-estate-grown-black-dog-block-cabernet-sauvignon-amador-county/,Hess Collection 2017 Allomi Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,"Both oaky and tannic, this boisterous full-bodied wine has vivid aromas and flavors of sawn oak, dill, red cherry and bay leaf. It is quite tannic in texture, which is not unusual for a Cabernet, but fun to taste. "
https://www.winemag.com/buying-guide/st-huberts-2016-the-stag-cabernet-sauvignon-north-coast/,B Side 2017 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,"This complex and savory wine is backed by mild plum and cherry flavors but mineral, earth and herb aspects come to the fore. It shows little new oak, and has a smooth, relaxed texture that makes it easy to sip. "
https://www.winemag.com/buying-guide/casas-del-bosque-2017-gran-reserva-cabernet-sauvignon-maipo-valley/,B Side 2017 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,"Leathery dark fruit aromas are tight and pinched, but also focused. On the palate, this feels slightly jagged and intense, but not rough or rocky. Slightly blackened and toasty black fruit flavors finish with oak-based smokiness. Drink through 2021. "
https://www.winemag.com/buying-guide/casa-ermelinda-freitas-2015-reserva-cabernet-sauvignon-peninsula-de-setubal/,B Side 2017 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,"Part of a range of single varietal wines from this producer, this wine has reminders of the black currant flavors and tannins typical of Cabernet Sauvignon. Its structure and acidity are now just right, and the wine is ready to drink. "
https://www.winemag.com/buying-guide/fattorie-parri-2009-ribaldaccio-cabernet-sauvignon-toscana/,Hess Collection 2017 Allomi Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,"Here's a mature Cabernet Sauvignon that has subdued aromas of scorched earth, dried berry and a hint of clove. The dense palate offers black-currant jam, cedar and vanilla alongside smooth tannins. Drink soon to capture the remaining freshness. "
https://www.winemag.com/buying-guide/chateau-los-boldos-2017-tradition-reserve-cabernet-sauvignon-cachapoal-valley/,Cousiño-Macul 2016 Dama de Plata Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,"Dusty berry and spice aromas include notes of iodine and horsey leather. A plump, solid palate holds lightly salty flavors of spiced plum and berry fruits, while this shows kick and liveliness on a finish with medium intensity. "
https://www.winemag.com/buying-guide/stellenbosch-vineyards-2016-cabernet-sauvignon-stellenbosch/,B Side 2017 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,"There's a mentholated herb character on the nose of this wine, expressed in notes of fynbos and fresh mint atop a fruity core of raspberry, ripe red cherry and brambly forest berry, with just a kiss of cocoa character. Medium in weight and satiny in texture, the tannins gain intensity through the lingering finish, where they're partnered with notes of licorice root, earthy herbs and more black fruit-skin flavors. "
https://www.winemag.com/buying-guide/ventisquero-2017-reserva-cabernet-sauvignon-maipo-valley/,Cousiño-Macul 2016 Dama de Plata Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,"Cherry, blackberry and raspberry aromas are mildly spicy and include a dark hint of tire rubber. A fresh palate is medium in body and well built; flavors of oak, salt and vanilla lead core berry fruit notes to a gentle finish with mild oak spice. "
https://www.winemag.com/buying-guide/noble-vines-2016-337-cabernet-sauvignon-lodi/,Casca Wines 2017 1808 Collection Reserva Red (Lisboa),Cabernet Sauvignon,"This concentrated and full-bodied wine blends smoky, earthy tones with black fig on the nose and palate. It has a lush, broad, mouthcoating texture and moderate tannins for structure. "
https://www.winemag.com/buying-guide/puma-road-2012-pedregal-vineyard-cabernet-sauvignon-paicines/,Fallon Place 2015 Nacimento Vineyard Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,"Though almost seven years old, this bottling still is vivacious with Bing cherry, cola and hickory aromas on the boisterous nose. The palate is also very fruity, with ripe cherries and strawberries that are bolstered by hickory flavors, and the dried herbs slowly show as the wine aerates. "
https://www.winemag.com/buying-guide/josh-cellars-2016-reserve-cabernet-sauvignon-north-coast/,B Side 2017 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,"This is a well made, tempting, commercial style of Cabernet that has abundant ripe fruit, generous oaky, spicy accents, a rich, almost-sweet mouthfeel and lingering finish. "
https://www.winemag.com/buying-guide/crooked-path-2017-cabernet-sauvignon-paso-robles/,B Side 2017 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,"Fresh blackberry, herbs and a bit of wet slate show on the nose of this bottling. It's very dry on the palate, with savory flavors of roasted beef, cola and berries, framed by ample tannins and decent acid. "
https://www.winemag.com/buying-guide/materra-cunat-family-vineyards-2014-hidden-block-cabernet-sauvignon-oak-knoll-district/,Kunde 2016 Drummond Estate Grown Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,"This is brawny in red and black cherry with a soft midpalate of juicy approachability, moderate oak and tannin. Full bodied, it shows an ease of enjoyability now. "
https://www.winemag.com/buying-guide/acumen-2015-peak-attelas-vineyard-cabernet-sauvignon-atlas-peak/,Beringer 2016 Chabot Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,"Blended with small amounts of Merlot, Cabernet Franc and Malbec, all estate-grown, this is made in a sublime, understated style, with turned earth, soy and stone on the opening nose and palate. Oak and leather mark the midpalate, with a continued emphasis of dried herb. "
